Id,VariableName,Description,AssetType,Manufacturer,RailroadId,VariableType,ParsingRule,ParsingStructure
0x4102,MR Number,The MR number assigned to the OBN,OBN,Presidio,Others,string,string,{}
0x4102,      Module4 Connection_Type        ,Module4 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4103,      Module4 ATCS_Subnode           ,Module4 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4104,      Module4 Indication_Offset      ,Module4 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4105,      Module4 Indication_Size        ,Module4 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4106,      Module4 Control_Offset         ,Module4 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4107,      Module4 Control_Size           ,Module4 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4108,      Module4 UCN                   ,Module4 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4109,      Module4 MCF_CRC                ,Module4 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410A,Module5       ,Module5,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410B,      Module5 Name                   ,Module5 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410C,      Module5 Type                   ,Module5 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410D,      Module5 Connection_Type        ,Module5 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410E,      Module5 ATCS_Subnode           ,Module5 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x410F,      Module5 Indication_Offset      ,Module5 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4110,IMG2 Ruggedcom Version,IMG2 Ruggedcom Version,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4110,IMG2 Ruggedcom Version,IMG2 Ruggedcom Version,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4110,      Module5 Indication_Size        ,Module5 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4111,IMG2 Ruggedcom Eth1 stats,IMG2 Ruggedcom Eth1 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4111,IMG2 Ruggedcom Eth1 stats,IMG2 Ruggedcom Eth1 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4111,      Module5 Control_Offset         ,Module5 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4112,IMG2 Ruggedcom Eth2 stats,IMG2 Ruggedcom Eth2 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4112,IMG2 Ruggedcom Eth2 stats,IMG2 Ruggedcom Eth2 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4112,      Module5 Control_Size           ,Module5 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4113,IMG2 Ruggedcom Eth3 stats,IMG2 Ruggedcom Eth3 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4113,IMG2 Ruggedcom Eth3 stats,IMG2 Ruggedcom Eth3 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4113,      Module5 UCN                   ,Module5 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4114,IMG2 Ruggedcom Eth4 stats,IMG2 Ruggedcom Eth4 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4114,IMG2 Ruggedcom Eth4 stats,IMG2 Ruggedcom Eth4 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4114,      Module5 MCF_CRC                ,Module5 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4115,IMG2 Ruggedcom Eth5 stats,IMG2 Ruggedcom Eth5 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4115,IMG2 Ruggedcom Eth5 stats,IMG2 Ruggedcom Eth5 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4115,Module6,Module6,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4116,IMG2 Ruggedcom Eth6 stats,IMG2 Ruggedcom Eth6 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4116,IMG2 Ruggedcom Eth6 stats,IMG2 Ruggedcom Eth6 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4116,      Module6 Name                   ,Module6 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4117,IMG2 Ruggedcom Eth7 stats,IMG2 Ruggedcom Eth7 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4117,IMG2 Ruggedcom Eth7 stats,IMG2 Ruggedcom Eth7 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4117,      Module6 Type                   ,Module6 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4118,IMG2 Ruggedcom Eth8 stats,IMG2 Ruggedcom Eth8 stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4118,IMG2 Ruggedcom Eth8 stats,IMG2 Ruggedcom Eth8 stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4118,      Module6 Connection_Type        ,Module6 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4119,IMG2 Ruggedcom Eth Mgmt stats,IMG2 Ruggedcom Eth Mgmt stats,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4119,IMG2 Ruggedcom Eth Mgmt stats,IMG2 Ruggedcom Eth Mgmt stats,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4119,      Module6 ATCS_Subnode           ,Module6 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411A,      Module6 Indication_Offset      ,Module6 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411B,      Module6 Indication_Size        ,Module6 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411C,      Module6 Control_Offset         ,Module6 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411D,      Module6 Control_Size           ,Module6 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411E,      Module6 UCN                   ,Module6 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x411F,      Module6 MCF_CRC                ,Module6 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4120,CRM CHMM Information,CRM CHMM Information,CHMM,CRM,Others,string,json,{}
0x4120,Module7,Module7,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4121,CRM CHMM Leam Information,CRM CHMM Leam Information,CHMM,CRM,Others,string,json,{}
0x4121,      Module7Name                   ,Module7Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4122,CRM CHMM Tag Information,CRM CHMM Tag Information,CHMM,CRM,Others,string,json,{}
0x4122,      Module7 Type                   ,Module7 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4123,CRM CHMM Extern Link Information,CRM CHMM Extern Link Information,CHMM,CRM,Others,string,json,{}
0x4123,      Module7 Connection_Type        ,Module7 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4124,CRM CHMM Data Information,CRM CHMM Data Information,CHMM,CRM,Others,string,json,{}
0x4124,      Module7 ATCS_Subnode           ,Module7 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4125,CRM CHMM Locomotive Information,CRM CHMM Locomotive Information,CHMM,CRM,Others,string,json,{}
0x4125,      Module7 Indication_Offset      ,Module7 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4126,LEAM_HARDWARE_MODEL,LEAM_HARDWARE_MODEL,CHMM,CRM,Others,string,string,{}
0x4126,      Module7 Indication_Size        ,Module7 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4127,LEAM_HARDWARE_SERIAL_NUMBER,LEAM_HARDWARE_SERIAL_NUMBER,CHMM,CRM,Others,string,string,{}
0x4127,      Module7 Control_Offset         ,Module7 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4128,LEAM_SOFTWARE_MODEL,LEAM_SOFTWARE_MODEL,CHMM,CRM,Others,string,string,{}
0x4128,      Module7 Control_Size           ,Module7 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4129,LEAM_SOFTWARE_VERSION,LEAM_SOFTWARE_VERSION,CHMM,CRM,Others,string,string,{}
0x4129,      Module7 UCN                   ,Module7 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412A,      Module7 MCF_CRC                ,Module7 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412B,Module8,Module8,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412C,      Module8 Name                   ,Module8 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412D,      Module8 Type                   ,Module8 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412E,      Module8 Connection_Type        ,Module8 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x412F,      Module8 ATCS_Subnode           ,Module8 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4130,TAG_SOFTWARE_MODEL,TAG_SOFTWARE_MODEL,CHMM,CRM,Others,string,string,{}
0x4130,Staging folder checksum,Staging folder checksum,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4130,Staging folder checksum,Staging folder checksum,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4130,      Module8 Indication_Offset      ,Module8 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4131,CRM_CDA_VERSION,CRM_CDA_VERSION,CHMM,CRM,Others,string,string,{}
0x4131,Staging folder version,Staging folder version,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4131,Staging folder version,Staging folder version,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4131,      Module8 Indication_Size        ,Module8 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4132,Locomotive ID,Locomotive ID,CHMM,CRM,Others,string,string,{}
0x4132,      Module8 Control_Offset         ,Module8 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4133,Train ID,Train ID,CHMM,CRM,Others,string,string,{}
0x4133,      Module8 Control_Size           ,Module8 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4134,Wheel Diameter,Wheel Diameter,CHMM,CRM,Others,string,string,{}
0x4134,      Module8 UCN                   ,Module8 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4135,Wheel Size Description,Wheel Size Description,CHMM,CRM,Others,string,string,{}
0x4135,      Module8 MCF_CRC                ,Module8 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4136,Traction Motor Current,Traction Motor Current,CHMM,CRM,Others,string,string,{}
0x4136,Module9,Module9,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4137,IFA/ CCA Format,IFA/ CCA Format,CHMM,CRM,Others,string,string,{}
0x4137,      Module9 Name                   ,Module9 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4138,Oldest To Newest On Board Data Range,Oldest To Newest On Board Data Range,CHMM,CRM,Others,string,string,{}
0x4138,      Module9 Type                   ,Module9 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4139,Most Recent Downloaded Log Range,Most Recent Downloaded Log Range,CHMM,CRM,Others,string,string,{}
0x4139,      Module9 Connection_Type        ,Module9 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413A,      Module9 ATCS_Subnode           ,Module9 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413B,      Module9 Indication_Offset      ,Module9 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413C,      Module9 Indication_Size        ,Module9 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413D,      Module9 Control_Offset         ,Module9 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413E,      Module9 Control_Size           ,Module9 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x413F,      Module9 UCN                   ,Module9 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4140,Most Recent Downloaded Log %,Most Recent Downloaded Log %,CHMM,CRM,Others,string,string,{}
0x4140,Slot 0/1 information,Slot 0/1 information,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4140,Slot 0/1 information,Slot 0/1 information,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4140,      Module9 MCF_CRC                ,Module9 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4141,slot 0/2 information,slot 0/2 information,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4141,slot 0/2 information,slot 0/2 information,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4141,Module10,Module10,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4142,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4142,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4142,      Module10 Name                   ,Module10 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4143,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4143,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4143,      Module10 Type                   ,Module10 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4144,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4144,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4144,      Module10 Connection_Type        ,Module10 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4145,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4145,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4145,      Module10 ATCS_Subnode           ,Module10 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4146,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4146,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4146,      Module10 Indication_Offset      ,Module10 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4147,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4147,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4147,      Module10 Indication_Size        ,Module10 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4148,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4148,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4148,      Module10 Control_Offset         ,Module10 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4149,slot reserved,slot reserved,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4149,slot reserved,slot reserved,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4149,      Module10 Control_Size           ,Module10 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414A,      Module10 UCN                   ,Module10 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414B,     Module10  MCF_CRC                ,Module10 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414C,Module11,Module11,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414D,     Module11 Name                   ,Module11 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414E,     Module11 Type        ,Module11 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x414F,     Module11 Connection_Type        ,Module11 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4150,     Module11 ATCS_Subnode           ,Module11 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4151,     Module11 Indication_Offset      ,Module11 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4152,     Module11 Indication_Size        ,Module11 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4153,     Module11 Control_Offset         ,Module11 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4154,     Module11 Control_Size           ,Module11 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4155,     Module11 UCN                   ,Module11 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4156,     Module11 MCF_CRC                ,Module11 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4157,Module12,Module12,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4158,      Module12 Name                   ,Module12 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4159,      Module12 Type                   ,Module12 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415A,      Module12 Connection_Type        ,Module12 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415B,      Module12 ATCS_Subnode           ,Module12 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415C,      Module12 Indication_Offset      ,Module12 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415D,      Module12 Indication_Size        ,Module12 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415E,      Module12 Control_Offset         ,Module12 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x415F,      Module12 Control_Size           ,Module12 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4160,Itcm Version,Itcm Version,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4160,Itcm Version,Itcm Version,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4160,      Module12 UCN                   ,Module12 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4161,      Module12 MCF_CRC                ,Module12 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4162,Module13,Module13,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4163,      Module13 Name                   ,Module13 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4164,      Module13 Type                   ,Module13 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4165,      Module13 Connection_Type        ,Module13 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4166,      Module13 ATCS_Subnode           ,Module13 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4167,      Module13 Indication_Offset      ,Module13 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4168,      Module13 Indication_Size        ,Module13 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4169,      Module13 Control_Offset         ,Module13 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416A,      Module13 Control_Size           ,Module13 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416B,      Module13 UCN                   ,Module13 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416C,      Module13 MCF_CRC                ,Module13 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416D,Module14,Module14,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416E,      Module14 Name                   ,Module14 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x416F,      Module14 Type                   ,Module14 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4170,ITCM route index 0,ITCM route index 0,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4170,ITCM route index 0,ITCM route index 0,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4170,      Module14 Connection_Type        ,Module14 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4171,ITCM route index 1,ITCM route index 1,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4171,ITCM route index 1,ITCM route index 1,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4171,      Module14 ATCS_Subnode           ,Module14 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4172,ITCM route index 2,ITCM route index 2,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4172,ITCM route index 2,ITCM route index 2,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4172,      Module14 Indication_Offset      ,Module14 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4173,ITCM route index 3,ITCM route index 3,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4173,ITCM route index 3,ITCM route index 3,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4173,      Module14 Indication_Size        ,Module14 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4174,ITCM route index 4,ITCM route index 4,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4174,ITCM route index 4,ITCM route index 4,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4174,      Module14 Control_Offset         ,Module14 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4175,ITCM route index 5,ITCM route index 5,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4175,ITCM route index 5,ITCM route index 5,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4175,      Module14 Control_Size           ,Module14 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4176,ITCM route index 6,ITCM route index 6,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4176,ITCM route index 6,ITCM route index 6,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4176,      Module14 UCN                   ,Module14 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4177,ITCM route index 7,ITCM route index 7,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4177,ITCM route index 7,ITCM route index 7,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4177,      Module14 MCF_CRC                ,Module14 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4178,ITCM route index 8,ITCM route index 8,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4178,ITCM route index 8,ITCM route index 8,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4178,Module15,Module15,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4179,ITCM route index 9,ITCM route index 9,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4179,ITCM route index 9,ITCM route index 9,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4179,      Module15 Name                   ,Module15 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417A,      Module15 Type                   ,Module15 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417B,      Module15 Connection_Type        ,Module15 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417C,      Module15 ATCS_Subnode           ,Module15 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417D,      Module15 Indication_Offset      ,Module15 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417E,      Module15 Indication_Size        ,Module15 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x417F,      Module15 Control_Offset         ,Module15 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4180,Connected Base Radio ID,Connected Base Radio ID,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4180,Connected Base Radio ID,Connected Base Radio ID,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4180,      Module15 Control_Size           ,Module15 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4181,Radio Average RF Signal Strength (dB),Radio Average RF Signal Strength (dB),Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4181,Radio Average RF Signal Strength (dB),Radio Average RF Signal Strength (dB),Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4181,      Module15 UCN                   ,Module15 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4182,Radio rank detail index 0,Radio rank detail index 0,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4182,      Module15 MCF_CRC                ,Module15 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4183,Radio rank detail index 1,Radio rank detail index 1,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4183,Module16,Module16,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4184,Radio rank detail index 2,Radio rank detail index 2,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4184,      Module16 Name                   ,Module16 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4185,Radio rank detail index 3,Radio rank detail index 3,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4185,      Module16 Type                   ,Module16 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4186,Radio rank detail index 4,Radio rank detail index 4,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4186,      Module16 Connection_Type        ,Module16 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4187,Radio rank detail index 5,Radio rank detail index 5,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4187,      Module16 ATCS_Subnode           ,Module16 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4188,      Module16 Indication_Offset      ,Module16 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4189,      Module16 Indication_Size        ,Module16 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418A,      Module16 Control_Offset         ,Module16 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418B,      Module16 Control_Size           ,Module16 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418C,      Module16 UCN                   ,Module16 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418D,      Module16 MCF_CRC                ,Module16 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418E,Board                  ,Board,Wayside Interface Unit,Invensys,Others,string,string,{}
0x418F,      Board Model                  ,Board Model,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4190,NTP Status,NTP Status,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4190,      Board Revision               ,Board Revision,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4191,NTP TimeSync,NTP TimeSync,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4191,      Board Serial #               ,Board Serial #,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4192,eth0                  ,eth0,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4193,      eth0 MAC Address            ,eth0 MAC Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4194,      eth0 IP Address             ,eth0 IP Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4195,      eth0 Mask                   ,eth0 Mask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4196,eth1                  ,eth1,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4197,      eth1 MAC Address            ,eth1 MAC Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4198,      eth1 IP Address             ,eth1 IP Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4199,      eth1 Mask                   ,eth1 Mask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419A,eth2                  ,eth2,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419B,      eth2 MAC Address            ,eth2 MAC Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419C,      eth2 IP Address             ,eth2 IP Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419D,      eth2 Mask                   ,eth2 Mask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419E,eth3                  ,eth3,Wayside Interface Unit,Invensys,Others,string,string,{}
0x419F,      eth3 MAC Address            ,eth3 MAC Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x41A0,      eth3 IP Address             ,eth3 IP Address,Wayside Interface Unit,Invensys,Others,string,string,{}
